content,label
 Admin support   preparing PnL report quarterly.. .,-1
 EDUCATION.,-1
 B.A in Computer science.,-1
 Lucknow university -  Lucknow,-1
 Uttar Pradesh.,-1
 July 2004 to May 2007. .,-1
 SKILLS.,-1
 Microsoft office,-1
 good communication   sales skill (10+ years).,-1
 CERTIFICATIONS/LICENSES.,-1
 MS office.,-1
 https://www.indeed.com/r/Saqib-Syed/e496f196baa23549 isid rex-download ikw download-top co IN,-1
Sandeep Dube.,-1
 Marketing   Sales - TECHNICAL SOLUTIONS   ENGINEERS.,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Sandeep-Dube/be4282cc3ec98a8e.,-1
 Nearly 9 year extensive experience in marketing   sales,-1
 approx 3.5 years in HVAC  .,-1
 Engineering / Plastics Products.,-1
 Responsible for coordinating with the existing clients.,-1
 Taking orders of the product from the clients.,-1
 Updating clients about the change in product price and new product launch..     Meeting the existing customers on regular basis   read   understand clients  .,-1
 markets requirements..,-1
 Generating enquiries for the company and converting them to customers.,-1
 Solving the problem and queries of existing / new customers..     Searching for new customers..     Share all the details of new developed products to our existing / new customers...,-1
 Participate in relevant exhibitions to attract more customers..     Meeting regular basis with existing / new customers..,-1
 Studying market the company products as compared to other companies.,-1
 Prepared and presented weekly   monthly report sales report..     Making daily call reports and sending them to the seniors / management.. .,-1
 WORK EXPERIENCE.,-1
 Marketing   Sales.,-1
 TECHNICAL SOLUTIONS   ENGINEERS -  Navi Mumbai,-1
 Maharashtra -.,-1
 January 2015 to Present.,-1
 Location: Navi Mumbai.,-1
 Industries: HVAC R. .,-1
 Job Profile.,-1
 Record Sales and Order Information and Report the Same to the Senior.,-1
 Maintain   develop good relationship with customers through personal contact or.,-1
 meetings or via telephonic.,-1
 Achieving sales targets given by Management.,-1
 Bringing sales for the company and generation of revenues.,-1
 Meeting prospect client as well as present clients for developing and maintaining..,-1
 Obtain orders and establish new account..,-1
 Adjust content of sales presentation by studying the type of client..,-1
 Giving feedback from the market regarding the product and competition..     Other duties as assigned by management from time to time.. .,-1
 Manager Sales.,-1
 BAJAJ ALLIANZ LIFE INSURANCE CO LTD -  Mumbai,-1
 Maharashtra -.,-1
 https://www.indeed.com/r/Sandeep-Dube/be4282cc3ec98a8e isid rex-download ikw download-top co IN.,-1
 October 2014 to December 2014. .,-1
 Location: Mumbai.,-1
 Industries: Insurance   Finance.,-1
 Job Profile.,-1
 Recruitment Insurance Consultants   Trained to Them.,-1
 Cold calling to clients with Insurance Consultants.,-1
 Develop Team   Do Business with them.,-1
 Achieving sales targets given by Management.,-1
 Bringing sales for the company and generation of revenues.,-1
 Meeting prospect client as well as present clients for developing and maintaining..,-1
 Giving feedback from the market regarding the product and competition..     Other duties as assigned to you from time to time.. .,-1
 Sales Executive   Manager Sales.,-1
 INTEGRATED DATABASES INDIA LTD -  Mumbai,-1
 Maharashtra -.,-1
 May 2009 to July 2014. .,-1
 Duration: From 5th May 2009 to July 2014.,-1
 Location: Mumbai.,-1
 Job Profile.,-1
 Space Selling in directory   Online Products..,-1
 Cold calling to clients..,-1
 Achieving sales targets given by Management.,-1
 Bringing sales for the company and generation of revenues through space selling..     Meeting prospect client as well as present clients for developing and maintaining..,-1
 Obtain orders and establish new account..,-1
 Adjust content of sales presentation by studying the type of client..,-1
 Giving feedback from the market regarding the product and competition..     Collection of artwork material and approved of advertisement from client..     Collection of balance of payment etc..     Other duties as assigned to you from time to time.. .,-1
 ORGANIZATION: AGARWAL PACKERS   MOVERS.,-1
 Designation: Costumer Care Executive Relation Ship Executive Tele Calling.,-1
 Duration: From 1 years.,-1
 Location: Mumbai.,-1
 Industries: Transport.,-1
 Job Profile.,-1
 PLAY A RESPONSIBLE ROLE IN AN ORGANIZATION THAT ENHANCES MY SKILLS MY CAPABILITIES.,-1
 CHALLENGES ME TO PERFORM,-1
 EXCEPTIONALLY,-1
 PREFERABLY IN A PROGRESSIVE AND.,-1
 COMPETITIVE WORK CULTURE IN A TECHNOLOGY DRIVE COMPANY.,-1
 ORGANIZATION: COMPARE INFOBASE LIMITED.,-1
 Designation: Sales Executive.,-1
 Duration: From 2 years.,-1
 Location: Mumbai.,-1
 Industries: IT.,-1
 Job Profile.,-1
 Achieving sales targets given by Management.,-1
 Other duties as assigned to you from time to time..,-1
 Giving feedback from the market regarding the product image and competition.. .,-1
 SKILLS.,-1
 MICROSOFT OFFICE (Less than 1 year),-1
 MS OFFICE (Less than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 Computer Proficiency: Microsoft Office.Internate Application.,-1
 Sandeep Kumar Dube Date:,-1
Vipin Jakhaliya.,-1
 Full time PGDBA with 12+ years of experience in media ad.,-1
 sales.,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Vipin-Jakhaliya/3f70e5917be84988.,-1
 Willing to relocate to: Mumbai,-1
 Maharashtra.,-1
 WORK EXPERIENCE.,-1
 Deputy Manager.,-1
 ABP Pvt.,-1
 Ltd -.,-1
 April 2016 to Present.,-1
 Joined as an Executive in Aug  2007.,-1
 Currenrly working as Dy.,-1
 Manager since April 2016. .,-1
 Currently handling one member team and responsible for garnering revenues from CD,-1
 Jewellery,-1
.,-1
 Corporate Retail,-1
 Garment and Energy set of Mumbai clients.. .,-1
 West co-ordinator for t2 on Sunday.,-1
 West co-ordinator for Durga Puja Annuals.,-1
 West co-ordinator for ABPweddings.com.,-1
 Sales Executive.,-1
 MiD DAY Multimedia Ltd -.,-1
 May 2006 to August 2007. .,-1
 Part of the team handling Appointment (Big Break) category.. .,-1
 Competition tracking and conversion to MiD DAY.. .,-1
 Pitching to new advertisers for Big Break.. .,-1
 Major Achievements:.,-1
 Successfully executed four Job Fairs..     Brought out two job placement booklet.. .,-1
 Sales Executive.,-1
 Alok Brothers -  Mumbai,-1
 Maharashtra -.,-1
 June 2001 to May 2004. .,-1
 Project Undertaken During Summer Internship:.,-1
 Company: J.K. Industries Ltd,-1
 Mumbai.. Project: FITMENT SURVEY AND DEALER SATISFACTION SURVEY.. .,-1
 https://www.indeed.com/r/Vipin-Jakhaliya/3f70e5917be84988 isid rex-download ikw download-top co IN.,-1
 Other Projects:.,-1
 1) Company: SHOPPERS STOP Ltd.. Project: Catchment Survey.. .,-1
 2) Company: ADD CORPORATION LTD.. Project: Market Analysis.. .,-1
 EDUCATION.,-1
 Post Graduate Diploma in Business Administration.,-1
 I.E.S Management College   Research Centre -  Mumbai,-1
 Maharashtra.,-1
 2004 to 2006. .,-1
 Bachelor of Commerce in Commerce.,-1
 P.D.,-1
 Lions College of Commerce   Economics,-1
 Mumbai University.,-1
 -  Mumbai,-1
 Maharashtra.,-1
 2001. .,-1
 SKILLS.,-1
 Sales Manager,-1
 Team Management,-1
Romy Dhillon.,-1
 Co-Owner - Client Relationships.,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Romy-Dhillon/c56ec0c30bca3ae2.,-1
 Willing to relocate to: Mumbai,-1
 Maharashtra - Mumbai Central,-1
 Maharashtra.,-1
 WORK EXPERIENCE.,-1
 Co-Owner.,-1
 Client Relationships -.,-1
 September 2017 to Present.,-1
 Enchante Wealth Solutions Pvt Ltd..     Business generation in assigned territory through sales channels such as: bank partners,-1
.,-1
 channels,-1
 agency teams,-1
 direct teams.,-1
 Manage relationships with bank / other channels.,-1
 Develop new sourcing streams by adding channels/ products.,-1
 Maximize own share of business in channels.,-1
 Support business sourcing by coordinating regular training programs.,-1
 Recruitment and development of Unit Sales Managers and sales trainees.,-1
 Ensure adherence to defined processes.,-1
 Motivation of sales channels for growth in business generation.,-1
 Evolve,-1
 drive and manage sales promotional activities.,-1
 Maintain positive business generation and ensuring portfolio profitability in the territories.,-1
 assigned.,-1
 Sales Manager.,-1
 Bancassurance -.,-1
 June 2016 to August 2017. .,-1
 Relince GIC LTD.     Business generation in assigned territory through sales channels such as: bank partners,-1
.,-1
 channels,-1
 agency teams,-1
 direct teams.,-1
 Manage relationships with bank / other channels.,-1
 Develop new sourcing streams by adding channels/ products.,-1
 Maximize own share of business in channels.,-1
 Support business sourcing by coordinating regular training programs.,-1
 Recruitment and development of Unit Sales Managers and sales trainees.,-1
 Ensure adherence to defined processes.,-1
 Motivation of sales channels for growth in business generation.,-1
 Evolve,-1
 drive and manage sales promotional activities.,-1
 Maintain positive business generation and ensuring portfolio profitability in the territories.,-1
 assigned.,-1
 Sales Manager.,-1
 https://www.indeed.com/r/Romy-Dhillon/c56ec0c30bca3ae2 isid rex-download ikw download-top co IN.,-1
 Bancassurance -.,-1
 June 2011 to April 2014. .,-1
 ICICI LOMBARD GIC LTD.. .,-1
 Business generation in assigned territory through sales channels such as: bank partners,-1
.,-1
 channels,-1
 agency teams,-1
 direct teams.,-1
 Manage relationships with bank / other channels.,-1
 Develop new sourcing streams by adding channels/ products.,-1
 Maximize own share of business in channels.,-1
 Support business sourcing by coordinating regular training programs.,-1
 Recruitment and development of Unit Sales Managers and sales trainees.,-1
 Ensure adherence to defined processes.,-1
 Motivation of sales channels for growth in business generation.,-1
 Evolve,-1
 drive and manage sales promotional activities.,-1
 Maintain positive business generation and ensuring portfolio profitability in the territories.,-1
 assigned.,-1
 Deputy Sales Manager.,-1
 HDFC BANK LTD -.,-1
 June 2008 to September 2009. .,-1
 Doing micro marketing activities ensuring proper tracking of the FOS..,-1
 Motivating the sales team for achieving targets and supporting the Regional Sales Head..     Training the staff in area of improvement and making sure they are performing the best for.,-1
 their ability and qualifying to earn incentives.. .,-1
 Sales of saving   current accounts,-1
 setting out sales project planning,-1
 supervising and.,-1
 monitoring daily performances and making the final result analysis (using MIS reports).,-1
 Cross selling of various products of the bank e.g.,-1
 life insurance and Demat Accounts..     Increase Customer Base of the Branch.,-1
 Increase book size of the branch.,-1
 Maintain cost of Acquisition low by acquiring bigger value accounts.,-1
 Holding weekly and monthly team meetings.,-1
 Relationship Manager.,-1
 Continental Suraksha Ltd -.,-1
 April 2005 to May 2008. .,-1
 Responsible for activities regarding Sales,-1
 marketing,-1
 customer acquisition,-1
 customer relation.,-1
 management,-1
   maximizing revenue..     Finding various new businesses opening   arranging promotional programs to get.,-1
 commercial business and attain set goals..     Assessing market,-1
 current trends in market,-1
 finding competitors,-1
 also giving suggestions for.,-1
 product improvement.. .,-1
 Designing and applying various methods to accomplish targets on monthly,-1
 quarterly,-1
 and.,-1
 yearly basis..     Answering inquiry,-1
 questions   complaints of clients in order to keep revenue generation.,-1
 of the division..,-1
 Recognize potential customers,-1
 creating business from the old accounts and reaching.,-1
 profitability level and sales growth.. .,-1
 Customer Service.,-1
 Inbound -.,-1
 January 2003 to March 2005. .,-1
 Oceans Connect India Pvt Ltd..,-1
 Handled a high influx within a dynamic call center environment..,-1
 Managed multiple priorities and maintained effective results in a quota driven workplace..,-1
 Assisted wireless cell phone customers with items such as adding minutes and troubleshooting..,-1
 Responded to customer inquires and requests and resolved issues efficiently and professionally..,-1
 Exercised strong interpersonal communication skills customer and department personnel..,-1
 Accepted assignments with an open,-1
 cooperative,-1
 positive and team-oriented attitude..     Utilized multiple call centre support applications to efficiently assist customers and agents.. .,-1
 EDUCATION.,-1
 MBA in Marketing.,-1
 Holborn College of Management,-1
 University of Wales.,-1
 2009 to 2010. .,-1
 BA in English.,-1
 MJP College,-1
 Rohilkhand University.,-1
 1999 to 2002. .,-1
 SKILLS.,-1
 MARKETING (5 years),-1
 CUSTOMER SERVICE (2 years),-1
 RECEPTIONIST (2 years),-1
 RETAIL SALES (2. years),-1
 AUDIT (Less than 1 year).,-1
 ADDITIONAL INFORMATION.,-1
 Areas of Expertise.,-1
 Project management     Customer Service     Market Researching.,-1
 Working with multiple support applications     Handling Client Relationships     Audit Procedures.,-1
 Supervision     Landline Claims     Estimating.,-1
 Troubleshooting Mobile phones     negotiating     Customer Satisfaction.,-1
 Microsoft office     Feasibility studies     Quality management.,-1
 Change orders     planning     QA / QC.,-1
 Business Related Skills.,-1
 Strategic Planning,-1
 Research methodology,-1
 Business administration,-1
 Team leadership,-1
 Risk.,-1
 forecasting,-1
 Market research,-1
 Computer literacy,-1
 Client Relationship Handling,-1
 negotiating,-1
.,-1
 Meeting strict deadlines,-1
 Marketing,-1
 Feasibility studies,-1
 Quality management,-1
 Problem Solving,-1
.,-1
 Cost control,-1
 Writing plans / reports,-1
 Customer Service and Customer satisfaction.,-1
Vinayak Sambharap.,-1
 Department Manager - Shree Balaji Ethnicity PVT.,-1
 LTD. .,-1
 Mumbai,-1
 Maharashtra - Email me on Indeed: indeed.com/r/Vinayak-.,-1
 Sambharap/867933faeff451cf.,-1
 Seeking a challenging and learning environment in a growth oriented company where I can apply.,-1
 my academic knowledge with enthusiasm,-1
 motivation and diligence to contribute progressively.,-1
 in a meaningful manner within a team atmosphere to meet company and personal goals.. .,-1
 Willing to relocate to: Mumbai,-1
 Maharashtra - Navi Mumbai,-1
 Maharashtra - Thane,-1
 Maharashtra.,-1
 WORK EXPERIENCE.,-1
 Department Manager.,-1
 Shree Balaji Ethnicity PVT.,-1
 LTD -.,-1
 May 2015 to Present.,-1
 Now I am also handling Central Ethnicity counters as an area supervisor from last two months.. .,-1
 Preparing report of store KPI..     Making staff productivity report..,-1
 Maintaining Global count every day..,-1
 Taking follow up of documents regarding store related Bills..     Sending weekly mails about petty cash,-1
 stock and taking follow up of the same.. .,-1
 RESPONSIBILITIES:.,-1
 Managing day to day briefing,-1
.,-1
 Targets achievement.,-1
 Global count.,-1
 Stock follow up with respected brads,-1
